customer_id,gender,senior_citizen,partner,dependents,tenure,contract,internet_service,phone_service,multiple_lines,online_security,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,monthly_charges,total_charges,churn
C101484,Male,0,1,1,0,One year,None,1,1,0,0,0,0,0,1,Electronic check,35.37,3.78,1
C101485,Female,0,0,0,5,Month-to-month,DSL,1,1,0,1,0,0,0,1,Electronic check,67.47,314.01,0
C101486,Male,1,1,0,10,One year,Fiber optic,1,1,1,1,0,1,1,0,Bank transfer (automatic),86.61,950.34,0
C101487,Female,0,1,0,2,Month-to-month,DSL,1,1,0,1,0,0,1,1,Electronic check,70.7,122.81,1
C101488,Male,1,1,0,4,Two year,Fiber optic,1,0,0,0,1,1,1,1,Electronic check,83.24,329.2,0
C101489,Female,0,1,1,48,Two year,Fiber optic,1,0,1,0,1,0,1,0,Mailed check,80.48,3777.66,0
C101490,Female,0,0,1,10,Month-to-month,Fiber optic,1,0,0,0,1,0,0,0,Bank transfer (automatic),66.79,617.61,0
C101491,Male,0,1,1,18,Two year,Fiber optic,1,1,0,0,0,1,0,1,Bank transfer (automatic),79.76,1477.55,0
C101492,Male,0,1,1,17,Two year,Fiber optic,1,0,0,0,1,0,0,0,Credit card (automatic),78.3,1301.04,0
C101493,Male,0,1,0,6,One year,DSL,1,1,0,1,0,1,1,1,Electronic check,79.62,471.75,0
C101494,Female,0,0,0,24,Month-to-month,Fiber optic,1,0,0,0,0,1,0,1,Electronic check,76.54,1809.6,1
C101495,Male,0,0,0,24,Month-to-month,DSL,1,1,0,0,0,0,0,1,Electronic check,54.34,1338.17,1
C101496,Male,1,0,1,10,Month-to-month,None,1,0,0,0,0,0,0,1,Electronic check,38.22,321.93,0
C101497,Male,0,0,1,27,Month-to-month,Fiber optic,1,0,1,0,0,1,1,0,Credit card (automatic),86.14,2295.97,0
C101498,Female,0,1,0,2,Two year,DSL,1,0,0,0,0,0,1,1,Mailed check,51.79,124.66,0
C101499,Male,0,0,0,4,Month-to-month,DSL,1,1,1,1,0,0,0,0,Bank transfer (automatic),59.96,223.11,0
C101500,Male,0,1,0,3,One year,Fiber optic,1,0,0,0,0,1,1,1,Credit card (automatic),87.12,164.1,0
C101501,Male,1,1,1,17,One year,None,1,0,0,0,0,0,0,1,Credit card (automatic),35.66,601.63,1
C101502,Female,0,1,0,5,One year,DSL,1,1,0,1,0,0,1,1,Mailed check,72.35,276.52,1
C101503,Female,0,0,0,3,Month-to-month,Fiber optic,1,1,1,0,0,0,0,1,Credit card (automatic),75.81,223.84,1
C101504,Male,0,1,0,6,One year,DSL,1,1,0,0,1,1,0,0,Mailed check,61.75,412.04,0
C101505,Male,0,1,0,18,One year,Fiber optic,1,1,1,1,1,1,0,1,Electronic check,81.18,1430.42,0
C101506,Male,0,1,0,1,One year,Fiber optic,1,1,1,1,0,1,0,0,Mailed check,81.84,131.51,1
C101507,Female,0,0,0,2,Month-to-month,DSL,1,0,1,1,0,1,0,1,Credit card (automatic),58.66,149.73,0
C101508,Female,0,1,1,13,One year,Fiber optic,1,0,1,1,0,0,0,0,Bank transfer (automatic),85.65,1153.73,0
C101509,Male,0,0,0,2,Month-to-month,DSL,1,0,0,0,1,1,0,1,Mailed check,58.22,31.15,0
C101510,Female,0,1,1,14,One year,None,1,0,0,0,0,0,0,0,Credit card (automatic),27.23,366.01,1
C101511,Female,0,0,0,31,Month-to-month,DSL,0,0,0,0,0,0,1,0,Mailed check,44.19,1400.37,1
C101512,Male,0,0,0,13,Month-to-month,Fiber optic,1,1,0,0,0,1,0,1,Bank transfer (automatic),68.28,858.77,1
C101513,Male,0,1,0,47,Two year,DSL,1,1,0,0,0,0,1,1,Electronic check,52.89,2395.02,0
C101514,Male,1,0,0,3,Month-to-month,Fiber optic,1,0,0,0,1,0,0,1,Electronic check,77.09,279.86,0
C101515,Female,0,1,0,4,Two year,DSL,1,1,1,1,0,0,1,1,Electronic check,79.96,363.57,0
C101516,Female,0,1,0,6,Two year,Fiber optic,0,0,0,1,0,0,1,1,Credit card (automatic),71.97,497.56,0
C101517,Male,1,0,0,19,Month-to-month,DSL,1,0,0,0,0,0,1,1,Credit card (automatic),59.59,1035.39,0
C101518,Female,0,0,0,16,Month-to-month,Fiber optic,1,0,1,1,0,0,0,1,Electronic check,67.96,1074.92,1
C101519,Female,0,0,1,15,Month-to-month,None,1,1,0,0,0,0,0,1,Electronic check,41.47,598.1,1
C101520,Female,0,1,0,7,Two year,Fiber optic,1,1,0,1,0,0,1,1,Electronic check,81.07,515.5,1
C101521,Male,0,1,0,5,One year,Fiber optic,1,0,0,0,0,0,0,0,Bank transfer (automatic),67.72,344.75,0
C101522,Male,1,0,0,0,Month-to-month,Fiber optic,1,1,0,0,0,0,1,0,Mailed check,78.51,13.38,1
C101523,Male,0,1,0,8,Month-to-month,Fiber optic,1,1,1,0,1,1,0,1,Mailed check,89.92,703.07,0
C101524,Male,0,0,1,12,Month-to-month,None,1,0,0,0,0,0,0,1,Electronic check,34.91,498.88,1
C101525,Female,0,1,0,5,One year,Fiber optic,1,1,1,1,1,1,0,1,Electronic check,89.32,344.62,0
C101526,Female,0,1,1,20,Month-to-month,None,1,0,0,0,0,0,0,1,Credit card (automatic),35.26,724.7,0
C101527,Female,0,0,1,9,Month-to-month,None,0,0,0,0,0,0,0,1,Mailed check,18.57,99.53,0
C101528,Female,0,1,0,2,Two year,Fiber optic,1,0,1,0,0,0,1,1,Electronic check,82.1,167.81,1
C101529,Female,0,0,0,16,Month-to-month,Fiber optic,1,0,1,1,0,0,0,1,Electronic check,79.23,1287.77,0
C101530,Female,0,1,0,2,Month-to-month,Fiber optic,1,1,0,1,0,1,1,1,Electronic check,79.58,223.37,1
C101531,Female,0,1,1,15,One year,Fiber optic,1,0,1,0,0,0,0,1,Electronic check,70.22,1037.07,0
C101532,Male,0,1,0,13,Two year,DSL,1,0,0,1,1,1,1,1,Electronic check,61.26,802.71,1
C101533,Male,0,1,0,26,Month-to-month,DSL,1,0,0,0,1,0,0,1,Bank transfer (automatic),46.35,1090.68,1
C101534,Female,0,1,0,21,Two year,DSL,1,1,1,0,0,1,1,1,Electronic check,74.35,1617.25,0
C101535,Female,0,0,1,72,Month-to-month,Fiber optic,1,0,1,0,0,0,0,1,Electronic check,69.35,5021.08,0
C101536,Male,0,1,1,72,Two year,Fiber optic,1,1,1,0,0,1,1,0,Mailed check,87.74,6323.48,0
C101537,Male,0,0,0,3,Month-to-month,DSL,0,0,0,0,0,1,0,1,Electronic check,50.33,157.68,1
C101538,Male,0,1,0,29,One year,Fiber optic,0,0,0,0,0,0,0,0,Mailed check,53.15,1507.17,0
C101539,Female,0,0,1,2,Month-to-month,Fiber optic,1,0,1,1,0,0,1,1,Credit card (automatic),75.2,126.14,0
C101540,Male,0,1,1,9,Two year,None,1,1,0,0,0,0,0,1,Electronic check,27.35,208.37,0
C101541,Female,0,1,0,10,Two year,DSL,1,0,0,1,1,1,0,0,Bank transfer (automatic),56.73,521.73,0
C101542,Female,0,0,0,0,Month-to-month,DSL,0,0,0,0,0,1,0,1,Electronic check,42.64,8.03,1
C101543,Female,0,1,0,25,Month-to-month,DSL,1,0,1,1,0,1,0,1,Electronic check,62.31,1627.56,1
C101544,Female,0,1,0,3,One year,Fiber optic,1,0,0,1,0,0,1,1,Electronic check,83.12,225.15,0
C101545,Female,0,0,0,2,Month-to-month,DSL,1,0,0,1,0,1,0,1,Bank transfer (automatic),61.89,129.6,0
C101546,Female,0,1,0,21,One year,DSL,1,0,1,0,0,0,1,0,Mailed check,56.94,1186.02,1
C101547,Male,0,1,1,20,One year,Fiber optic,1,1,1,0,0,1,1,1,Bank transfer (automatic),93.24,1854.39,0
C101548,Female,0,1,0,12,Month-to-month,Fiber optic,1,1,1,1,0,0,0,1,Electronic check,83.05,981.53,0
C101549,Female,0,0,0,34,Month-to-month,DSL,1,0,0,0,0,1,1,1,Bank transfer (automatic),61.87,2181.6,0
C101550,Female,0,1,0,6,Two year,Fiber optic,1,0,0,1,0,1,0,1,Electronic check,82.44,489.26,1
C101551,Female,0,0,0,5,Month-to-month,DSL,1,0,0,0,0,1,1,1,Electronic check,69.23,390.85,1
C101552,Female,0,1,0,6,One year,Fiber optic,1,1,0,0,1,0,1,1,Bank transfer (automatic),79.49,474.17,0
C101553,Female,0,0,0,33,Month-to-month,Fiber optic,1,0,0,1,0,1,1,1,Electronic check,82.81,2818.73,0
C101554,Female,0,0,0,5,Month-to-month,DSL,1,0,1,0,1,0,0,1,Electronic check,57.3,350.9,0
C101555,Male,0,0,0,21,Month-to-month,DSL,1,1,1,0,0,0,0,0,Mailed check,62.77,1358.15,0
C101556,Male,1,0,1,37,Month-to-month,None,1,0,0,0,0,0,0,0,Bank transfer (automatic),18.56,722.44,0
C101557,Female,0,1,1,1,One year,None,1,0,0,0,0,0,0,1,Bank transfer (automatic),34.79,66.25,0
C101558,Male,0,1,0,9,Month-to-month,DSL,0,0,0,0,1,1,0,1,Electronic check,43.89,370.79,0
C101559,Male,1,1,0,25,One year,Fiber optic,1,0,0,0,0,1,1,1,Electronic check,75.81,1907.58,0
C101560,Male,1,1,0,6,One year,DSL,1,0,0,0,0,1,1,1,Electronic check,74.55,564.41,1
C101561,Male,0,0,1,3,Month-to-month,None,1,1,0,0,0,0,0,1,Electronic check,33.45,122.04,0
C101562,Male,1,0,1,29,Month-to-month,None,1,0,0,0,0,0,0,1,Electronic check,31.9,895.16,1
C101563,Male,1,1,0,38,One year,Fiber optic,0,0,0,0,0,0,1,1,Electronic check,64.27,2369.15,1
C101564,Male,0,1,0,3,One year,Fiber optic,1,1,1,1,0,1,1,1,Electronic check,94.98,260.83,0
C101565,Female,0,1,0,8,One year,Fiber optic,0,0,0,1,0,1,0,0,Mailed check,64.06,454.7,0
C101566,Female,0,0,0,59,Month-to-month,DSL,1,1,0,1,0,0,1,1,Electronic check,68.43,4055.74,0
C101567,Female,0,1,0,19,Two year,Fiber optic,0,0,0,1,0,0,1,1,Electronic check,65.85,1182.84,1
C101568,Female,0,0,0,21,Month-to-month,DSL,1,0,0,1,0,1,0,1,Electronic check,52.49,1027.15,0
C101569,Female,0,1,0,60,One year,Fiber optic,1,1,0,0,1,0,0,1,Electronic check,68.39,4113.01,1
C101570,Female,0,0,0,18,Month-to-month,Fiber optic,1,1,0,1,0,0,0,1,Bank transfer (automatic),73.38,1244.63,1
C101571,Male,0,1,0,6,One year,DSL,0,0,1,1,0,0,1,1,Electronic check,58.8,362.69,0
C101572,Male,0,0,0,0,Month-to-month,Fiber optic,1,1,0,1,1,1,1,1,Electronic check,94.88,79.65,1
C101573,Male,0,1,1,14,One year,Fiber optic,1,0,0,0,0,0,1,0,Credit card (automatic),73.12,1043.59,0
C101574,Female,0,0,0,24,Month-to-month,Fiber optic,1,1,0,1,1,1,0,1,Electronic check,85.2,2079.81,0
C101575,Female,0,1,0,6,One year,Fiber optic,1,1,1,0,0,1,0,1,Electronic check,81.53,518.89,1
C101576,Male,0,0,1,8,Month-to-month,None,1,1,0,0,0,0,0,0,Bank transfer (automatic),36.81,198.26,0
C101577,Male,0,1,0,0,One year,DSL,1,0,0,1,1,1,1,1,Bank transfer (automatic),67.32,0.0,0
C101578,Male,1,0,0,20,Month-to-month,Fiber optic,1,1,0,0,0,0,0,0,Credit card (automatic),70.36,1429.04,0
C101579,Male,1,0,0,72,Month-to-month,Fiber optic,1,0,1,0,0,1,1,0,Credit card (automatic),88.61,6414.0,0
C101580,Male,1,1,0,1,One year,DSL,1,0,1,1,0,1,0,0,Bank transfer (automatic),66.67,89.76,0
C101581,Female,0,0,1,25,Month-to-month,None,1,0,0,0,0,0,0,1,Electronic check,25.19,644.59,0
C101582,Female,0,0,0,2,Month-to-month,Fiber optic,1,1,1,1,0,0,0,0,Mailed check,74.11,113.78,0
C101583,Female,0,1,0,22,Two year,DSL,1,1,0,0,1,1,0,1,Electronic check,72.54,1615.46,0
C101584,Male,0,1,0,10,Two year,DSL,1,0,0,0,1,0,0,0,Mailed check,53.4,578.11,0
C101585,Male,1,1,1,67,Two year,None,1,0,0,0,0,0,0,0,Credit card (automatic),22.86,1506.97,0
C101586,Female,0,0,1,22,Month-to-month,None,1,0,0,0,0,0,0,1,Electronic check,25.02,509.78,0
C101587,Male,0,1,0,64,Month-to-month,DSL,1,0,0,0,0,1,1,1,Credit card (automatic),55.66,3494.01,0
C101588,Female,0,1,0,22,One year,Fiber optic,1,0,0,1,1,0,0,0,Mailed check,64.82,1360.15,0
C101589,Female,0,0,0,29,Month-to-month,DSL,1,1,1,0,1,0,1,1,Electronic check,72.48,2080.33,0
C101590,Female,0,1,1,1,One year,Fiber optic,1,0,1,0,0,1,1,0,Credit card (automatic),81.09,89.74,0
C101591,Female,0,0,0,40,Month-to-month,Fiber optic,0,0,0,1,0,0,0,1,Mailed check,52.87,2184.55,1
C101592,Male,1,1,0,72,Two year,DSL,1,0,0,1,1,0,1,0,Mailed check,71.19,5095.8,0
C101593,Female,0,1,0,47,One year,Fiber optic,1,0,0,1,0,0,0,0,Mailed check,67.56,3114.66,0
C101594,Male,0,1,1,5,Month-to-month,None,0,0,0,0,0,0,0,1,Electronic check,20.13,113.62,1
C101595,Male,0,1,0,27,Month-to-month,DSL,1,1,0,0,0,1,1,1,Electronic check,72.7,1935.66,1
C101596,Female,0,0,0,63,Month-to-month,DSL,1,0,1,0,0,0,1,0,Bank transfer (automatic),54.49,3494.23,1
C101597,Female,0,0,1,26,Month-to-month,None,1,0,0,0,0,0,0,0,Credit card (automatic),23.55,648.37,0
C101598,Male,0,1,0,18,One year,DSL,1,0,1,1,1,0,1,1,Bank transfer (automatic),70.11,1290.4,0
C101599,Female,0,1,0,27,Month-to-month,Fiber optic,1,0,0,0,0,1,1,0,Credit card (automatic),62.33,1613.01,0
C101600,Male,1,1,0,3,Month-to-month,Fiber optic,1,1,0,1,0,1,1,1,Credit card (automatic),98.16,263.89,1
C101601,Female,0,0,0,13,Month-to-month,DSL,1,1,1,0,0,1,0,1,Electronic check,68.9,946.07,0
C101602,Male,0,1,0,30,One year,DSL,0,0,1,0,1,1,0,1,Bank transfer (automatic),55.4,1650.32,0
C101603,Male,0,0,0,16,Month-to-month,DSL,1,0,0,0,1,0,1,0,Bank transfer (automatic),63.36,902.68,1
C101604,Female,0,0,0,13,Month-to-month,DSL,1,0,0,1,0,0,0,1,Electronic check,57.26,827.64,1
C101605,Female,0,1,0,17,Two year,Fiber optic,1,0,1,0,0,1,0,1,Mailed check,78.64,1321.06,0
C101606,Male,1,1,1,11,Month-to-month,None,0,0,0,0,0,0,0,1,Bank transfer (automatic),24.09,280.38,1
C101607,Female,0,1,0,43,Month-to-month,DSL,1,0,1,0,1,1,0,0,Credit card (automatic),71.82,3108.82,0
C101608,Female,0,1,1,0,Two year,Fiber optic,1,1,1,0,0,0,0,0,Credit card (automatic),83.69,0.0,0
C101609,Female,0,0,0,13,Month-to-month,Fiber optic,1,1,0,0,1,0,0,1,Mailed check,69.8,966.62,1
C101610,Female,0,1,0,3,Two year,DSL,1,1,0,1,0,0,0,0,Bank transfer (automatic),52.74,149.81,0
C101611,Male,0,1,0,8,One year,Fiber optic,1,0,0,1,1,0,1,1,Mailed check,73.73,573.67,0
C101612,Male,0,1,0,3,One year,DSL,1,1,1,1,1,1,0,1,Credit card (automatic),76.03,350.66,0
C101613,Female,0,0,0,26,Month-to-month,Fiber optic,1,0,0,1,0,1,1,1,Bank transfer (automatic),73.81,1837.56,1
C101614,Male,0,0,0,11,Month-to-month,DSL,1,1,0,0,0,0,0,1,Credit card (automatic),47.97,535.69,0
C101615,Female,0,0,0,43,Month-to-month,Fiber optic,1,0,0,1,0,1,0,1,Credit card (automatic),78.62,3399.74,0
C101616,Female,0,0,1,48,Month-to-month,None,1,1,0,0,0,0,0,1,Electronic check,32.55,1593.05,0
C101617,Male,0,0,0,32,Month-to-month,DSL,1,0,1,0,0,1,0,0,Credit card (automatic),61.26,2057.78,1
C101618,Male,1,1,1,31,One year,None,0,0,0,0,0,0,0,0,Bank transfer (automatic),27.98,874.16,0
C101619,Female,0,1,0,17,One year,DSL,0,0,0,1,0,1,1,1,Electronic check,63.03,1016.24,0
C101620,Female,0,0,0,13,Month-to-month,DSL,1,0,0,0,0,0,0,1,Electronic check,51.16,677.46,0
C101621,Male,0,1,0,28,One year,DSL,1,0,1,0,0,1,0,0,Bank transfer (automatic),56.71,1585.26,1
C101622,Male,0,1,1,6,Two year,None,1,0,0,0,0,0,0,1,Electronic check,28.99,232.63,0
C101623,Female,0,1,0,20,One year,Fiber optic,1,0,0,0,0,1,1,1,Electronic check,74.57,1526.48,0
C101624,Female,0,1,1,1,One year,None,1,1,0,0,0,0,0,1,Mailed check,33.58,23.31,0
C101625,Male,0,1,1,18,One year,Fiber optic,0,0,0,1,1,0,0,1,Electronic check,58.27,1025.61,0
C101626,Female,0,0,0,6,Month-to-month,Fiber optic,1,1,1,1,0,0,0,0,Mailed check,79.29,495.98,1
C101627,Female,0,0,1,23,Month-to-month,None,0,0,0,0,0,0,0,1,Bank transfer (automatic),18.29,434.62,0
C101628,Female,0,1,1,22,Two year,None,1,1,0,0,0,0,0,1,Electronic check,30.21,585.19,0
C101629,Female,0,1,1,17,One year,Fiber optic,1,1,1,0,0,0,0,1,Bank transfer (automatic),68.55,1095.0,1
C101630,Female,0,1,0,12,One year,Fiber optic,0,0,1,1,0,0,1,1,Electronic check,78.93,970.77,0
C101631,Male,1,1,1,4,Two year,None,1,1,0,0,0,0,0,1,Credit card (automatic),31.24,75.98,0
C101632,Male,0,0,0,17,Month-to-month,DSL,1,1,0,0,0,0,0,1,Electronic check,60.08,951.89,0
C101633,Male,0,0,1,0,Month-to-month,None,0,0,0,0,0,0,0,1,Credit card (automatic),19.18,15.87,1
C101634,Male,1,1,1,9,One year,None,1,0,0,0,0,0,0,0,Bank transfer (automatic),30.26,211.92,0
C101635,Female,0,0,0,11,Month-to-month,Fiber optic,1,1,1,1,0,0,0,1,Credit card (automatic),79.34,858.87,0
C101636,Female,0,1,0,2,One year,DSL,1,1,0,0,0,1,0,1,Mailed check,60.3,157.62,1
C101637,Male,1,1,0,6,Two year,DSL,1,0,1,0,0,0,1,1,Mailed check,61.73,312.27,0
C101638,Female,0,1,1,33,One year,None,1,0,0,0,0,0,0,1,Electronic check,32.52,1099.28,0
C101639,Male,0,0,1,43,Month-to-month,None,1,0,0,0,0,0,0,0,Mailed check,23.38,1045.35,1
C101640,Male,0,1,1,11,One year,Fiber optic,1,0,1,0,0,1,1,0,Mailed check,82.83,859.69,0
C101641,Female,0,0,1,72,Month-to-month,None,1,0,0,0,0,0,0,0,Bank transfer (automatic),29.91,2228.71,0
C101642,Female,0,1,0,7,Two year,Fiber optic,1,1,0,0,0,1,0,1,Electronic check,80.05,520.91,0
C101643,Female,0,0,1,20,Month-to-month,None,1,1,0,0,0,0,0,0,Mailed check,32.69,668.86,0
C101644,Female,0,1,0,2,Two year,DSL,1,0,1,1,1,0,1,0,Mailed check,68.74,84.27,0
C101645,Female,0,1,0,72,Month-to-month,DSL,1,0,0,0,0,0,1,0,Mailed check,60.66,4326.49,0
C101646,Female,0,0,0,15,Month-to-month,Fiber optic,1,0,0,0,0,1,1,0,Bank transfer (automatic),70.66,1131.7,0
C101647,Male,0,1,0,11,Month-to-month,DSL,1,1,1,1,0,1,0,1,Electronic check,76.37,925.29,0
C101648,Male,1,0,0,16,Month-to-month,Fiber optic,1,1,0,1,1,0,1,1,Mailed check,80.5,1334.46,1
C101649,Male,0,1,1,51,Month-to-month,Fiber optic,0,0,0,1,0,0,0,1,Electronic check,64.04,3241.07,1
C101650,Female,0,1,0,38,Two year,DSL,1,1,0,0,1,1,0,0,Bank transfer (automatic),72.04,2684.98,0
C101651,Female,0,1,1,8,Two year,Fiber optic,1,0,0,0,1,0,0,1,Bank transfer (automatic),67.01,444.29,0
C101652,Female,0,0,0,5,Month-to-month,DSL,1,0,0,0,1,0,1,1,Electronic check,65.77,337.84,0
C101653,Female,0,1,1,1,One year,None,1,1,0,0,0,0,0,1,Electronic check,32.95,0.0,0
C101654,Male,1,1,0,38,Two year,DSL,1,1,1,0,0,1,0,0,Bank transfer (automatic),63.16,2381.15,0
C101655,Female,0,1,1,4,Two year,Fiber optic,1,1,0,1,0,0,0,1,Bank transfer (automatic),75.72,326.5,0
C101656,Female,0,0,0,6,Month-to-month,Fiber optic,1,1,0,0,1,0,0,1,Electronic check,78.17,420.74,1
C101657,Male,0,0,0,7,Month-to-month,Fiber optic,1,0,0,1,0,0,0,0,Mailed check,63.97,442.13,0
C101658,Female,0,1,0,2,Two year,DSL,1,0,0,1,1,0,0,1,Electronic check,49.09,73.38,0
C101659,Female,0,0,0,8,Month-to-month,DSL,1,1,0,0,1,1,0,1,Bank transfer (automatic),66.82,557.41,0
C101660,Female,0,0,0,26,Month-to-month,Fiber optic,1,0,0,0,1,0,0,1,Electronic check,77.03,2001.05,1
C101661,Male,0,1,0,19,One year,DSL,1,0,0,1,0,0,1,1,Bank transfer (automatic),60.7,1117.78,1
C101662,Male,0,0,0,11,Month-to-month,DSL,0,0,0,0,0,0,0,1,Bank transfer (automatic),46.29,439.28,1
C101663,Female,0,1,1,19,Two year,Fiber optic,1,0,0,0,1,1,1,1,Credit card (automatic),88.33,1774.22,0
C101664,Male,1,0,0,31,Month-to-month,DSL,0,0,1,1,0,1,1,1,Credit card (automatic),67.3,2052.73,0
C101665,Male,1,1,0,2,One year,DSL,1,0,1,0,1,1,0,0,Mailed check,65.04,83.89,0
C101666,Male,0,1,0,10,Two year,DSL,1,1,0,0,0,0,0,1,Bank transfer (automatic),51.59,574.07,0
C101667,Female,0,1,0,9,Two year,Fiber optic,1,1,1,1,0,1,1,1,Bank transfer (automatic),93.56,833.69,0
C101668,Female,0,1,0,20,Two year,Fiber optic,1,0,0,0,0,0,1,1,Credit card (automatic),66.09,1368.28,0
C101669,Male,1,1,0,1,Two year,Fiber optic,1,1,1,0,1,1,0,0,Mailed check,90.06,89.0,0
C101670,Female,0,0,0,30,Month-to-month,Fiber optic,1,1,1,0,0,1,0,1,Electronic check,79.89,2408.28,0
C101671,Male,0,1,0,6,Two year,Fiber optic,1,1,1,1,0,0,0,0,Credit card (automatic),78.11,491.9,0
C101672,Male,0,1,0,6,Two year,Fiber optic,1,1,1,1,0,0,1,1,Electronic check,84.93,506.48,0
C101673,Female,0,1,0,8,Month-to-month,DSL,1,0,1,1,0,1,0,0,Credit card (automatic),61.99,444.72,0
C101674,Male,0,0,1,11,Month-to-month,Fiber optic,1,0,0,1,1,0,0,1,Electronic check,70.17,748.49,0
C101675,Male,1,0,0,37,Month-to-month,DSL,1,0,1,1,1,0,0,0,Mailed check,64.78,2287.82,0
C101676,Male,0,1,1,3,One year,None,1,1,0,0,0,0,0,1,Credit card (automatic),29.19,119.99,1
C101677,Female,0,1,0,3,One year,Fiber optic,1,0,0,0,0,1,0,1,Bank transfer (automatic),66.39,161.04,0
C101678,Male,1,0,0,44,Month-to-month,Fiber optic,1,0,1,0,0,1,1,0,Mailed check,79.56,3437.86,0
C101679,Male,0,0,0,45,Month-to-month,Fiber optic,0,0,0,1,0,0,0,1,Electronic check,59.2,2695.2,0
C101680,Male,0,1,1,31,One year,None,1,1,0,0,0,0,0,1,Electronic check,26.82,829.69,0
C101681,Male,0,0,0,2,Month-to-month,Fiber optic,1,1,0,1,0,0,1,1,Electronic check,77.29,210.58,1
C101682,Male,0,1,0,9,Two year,Fiber optic,1,0,1,1,0,0,1,0,Mailed check,69.26,516.59,0
C101683,Female,0,0,1,5,Month-to-month,None,1,1,0,0,0,0,0,1,Mailed check,26.83,115.69,1
C101684,Female,0,0,0,1,Month-to-month,Fiber optic,1,1,0,0,0,0,1,1,Electronic check,74.78,44.43,1
C101685,Female,0,0,0,8,Month-to-month,Fiber optic,1,0,0,0,1,0,1,1,Electronic check,77.44,658.03,0
C101686,Male,0,1,0,72,Two year,DSL,1,0,1,1,0,1,1,0,Credit card (automatic),73.35,5290.23,0
C101687,Male,0,1,0,15,Two year,DSL,1,1,0,0,0,0,1,0,Credit card (automatic),61.8,1007.41,1
C101688,Male,0,0,1,8,Month-to-month,None,1,0,0,0,0,0,0,0,Mailed check,27.05,301.2,0
C101689,Female,0,0,0,3,Month-to-month,DSL,0,0,0,0,0,1,0,1,Credit card (automatic),52.83,192.73,0
C101690,Male,0,0,0,0,Month-to-month,DSL,1,0,1,1,0,0,0,0,Mailed check,56.54,13.98,1
C101691,Male,1,0,0,3,Month-to-month,DSL,1,0,1,0,0,0,1,1,Electronic check,54.6,93.79,1
C101692,Female,0,1,1,2,One year,None,1,0,0,0,0,0,0,1,Electronic check,36.83,102.62,1
C101693,Male,0,0,0,19,Month-to-month,Fiber optic,1,1,0,1,0,0,0,1,Credit card (automatic),69.47,1425.88,1
C101694,Male,0,1,0,5,Month-to-month,Fiber optic,1,1,0,0,0,1,1,1,Electronic check,82.48,477.53,0
C101695,Male,0,0,1,22,Month-to-month,None,0,0,0,0,0,0,0,1,Electronic check,24.8,518.07,0
C101696,Female,0,1,0,53,Month-to-month,Fiber optic,1,0,1,0,0,1,1,1,Credit card (automatic),80.64,4259.6,0
C101697,Male,0,0,1,13,Month-to-month,Fiber optic,1,1,0,0,0,0,0,0,Bank transfer (automatic),75.49,1070.7,1
C101698,Male,1,0,1,5,Month-to-month,Fiber optic,1,0,1,0,0,0,1,0,Bank transfer (automatic),77.53,331.2,0
C101699,Male,0,0,0,6,Month-to-month,Fiber optic,1,0,0,0,0,1,1,1,Bank transfer (automatic),81.49,502.04,0
C101700,Male,1,0,1,23,Month-to-month,Fiber optic,1,1,0,0,0,0,1,0,Bank transfer (automatic),78.12,1763.62,1
C101701,Male,1,0,1,1,Month-to-month,None,0,0,0,0,0,0,0,1,Electronic check,18.67,0.0,0
C101702,Female,0,1,0,2,Two year,DSL,1,0,1,1,0,0,0,0,Bank transfer (automatic),66.75,153.65,0
C101703,Male,0,0,0,16,Month-to-month,DSL,1,0,0,0,0,1,1,1,Electronic check,67.74,1113.31,1
C101704,Female,0,0,1,19,Month-to-month,None,1,1,0,0,0,0,0,1,Electronic check,26.21,473.93,0
C101705,Male,1,0,0,37,Month-to-month,Fiber optic,1,1,0,0,0,1,1,1,Credit card (automatic),81.66,3065.13,1
C101706,Female,0,1,0,35,One year,Fiber optic,1,1,1,0,1,1,1,1,Electronic check,96.86,3426.82,0
C101707,Female,0,1,0,3,Two year,DSL,1,0,0,0,0,1,0,1,Electronic check,45.09,173.97,0
C101708,Male,1,1,1,9,One year,None,1,0,0,0,0,0,0,1,Electronic check,25.81,243.12,1
C101709,Female,0,1,1,1,One year,Fiber optic,0,0,1,0,1,0,1,1,Credit card (automatic),76.3,151.21,0
C101710,Male,0,1,1,4,Two year,None,1,1,0,0,0,0,0,1,Credit card (automatic),36.54,96.24,0
C101711,Female,0,0,0,11,Month-to-month,Fiber optic,1,0,0,1,0,1,0,1,Electronic check,73.32,815.36,1
C101712,Male,1,1,1,10,Two year,None,1,0,0,0,0,0,0,1,Electronic check,33.53,317.51,0
C101713,Male,1,1,0,7,One year,Fiber optic,1,0,0,0,0,0,1,1,Bank transfer (automatic),82.84,597.41,0
C101714,Female,0,0,0,11,Month-to-month,Fiber optic,1,0,1,0,0,1,1,0,Bank transfer (automatic),79.29,927.92,0
C101715,Male,0,1,0,11,Month-to-month,Fiber optic,1,1,0,0,0,1,1,1,Electronic check,77.84,791.26,1
C101716,Female,0,0,0,11,Month-to-month,Fiber optic,1,0,0,0,1,0,0,1,Electronic check,77.6,853.86,0
C101717,Male,0,0,0,44,Month-to-month,Fiber optic,1,1,0,0,0,1,1,1,Mailed check,89.04,3890.49,1
